学期,学号,日期,时间
3,2,1125,174047
3,2,1126,173940
3,2,1127,82152
3,2,1127,113951
3,2,1127,174350
3,2,1202,173901
3,2,1204,173337
3,2,1204,184543
3,2,1205,174718
3,2,1209,174105
3,2,1210,174343
1,2,1211,144537
3,2,1214,80649
3,2,1216,80101
3,2,1216,174724
1,2,1216,181507
3,2,1218,180226
1,2,1219,82726
1,3,103,114543
3,3,104,84257
1,3,104,84347
3,3,104,124150
1,3,104,125607
1,3,104,161644
1,3,104,181058
1,3,105,85246
1,3,105,183523
3,3,106,84225
1,3,106,85350
1,3,106,133212
1,3,106,175009
3,3,107,80839
3,3,107,115645
1,3,107,155611
3,3,107,175614
1,3,108,70615
1,3,108,132557
1,3,108,175402
1,3,109,164503
1,3,109,174744
1,3,110,73712
3,3,110,84112
1,3,110,133555
3,3,110,144925
3,3,110,155440
1,3,110,180346
1,3,111,190243
1,3,113,120532
3,3,113,160641
3,3,113,174051
3,3,114,83800
1,3,114,93450
3,3,114,171143
3,3,114,183652
3,3,115,82824
3,3,115,124837
3,3,115,185557
1,3,116,115149
1,3,116,180017
1,3,117,85148
1,3,117,174248
2,3,225,154914
2,3,228,160012
2,3,304,123752
2,3,312,162315
2,3,315,101441
2,3,321,151620
2,3,322,101223
2,3,421,200342
2,3,428,170155
2,3,514,135033
2,3,514,182248
2,3,518,120622
2,3,601,190432
2,3,608,190515
2,3,621,102740
2,3,702,114735
3,3,923,195417
3,3,924,143727
3,3,924,174209
3,3,1004,145825
3,3,1006,200519
3,3,1008,193726
3,3,1009,173532
3,3,1010,141711
3,3,1014,153505
3,3,1014,201438
3,3,1015,153230
3,3,1015,185812
1,3,1019,183417
3,3,1021,142449
3,3,1022,191856
3,3,1029,160029
3,3,1029,200151
1,3,1102,194526
3,3,1104,81904
3,3,1104,143616
3,3,1105,102325
3,3,1105,131120
3,3,1106,115700
1,3,1109,185044
1,3,1110,84457
3,3,1111,183039
1,3,1112,121812
1,3,1113,115022
3,3,1113,183257
3,3,1120,184047
3,3,1123,131401
3,3,1126,151541
3,3,1126,171113
3,3,1127,180708
1,3,1128,102922
1,3,1201,185949
3,3,1202,82348
3,3,1202,183136
3,3,1204,175644
1,3,1205,84747
1,3,1206,83507
1,3,1206,161848
3,3,1207,115446
1,3,1207,181002
1,3,1207,184739
1,3,1208,173853
3,3,1209,83417
1,3,1209,84832
3,3,1209,182123
3,3,1210,151901
1,3,1212,93014
1,3,1214,190855
1,3,1215,175716
3,3,1216,82625
3,3,1216,114959
3,3,1217,122750
3,3,1217,174508
3,3,1218,80932
3,3,1218,115855
3,3,1221,83200
3,3,1221,123440
1,3,1221,180252
1,3,1222,90520
1,3,1222,192700
1,3,1224,82656
1,3,1224,120410
1,3,1225,122245
1,3,1225,153410
1,3,1226,82755
2,4,617,185515
1,4,902,152717
1,4,909,193430
1,4,917,154248
1,4,918,161632
1,4,920,183737
1,4,922,123700
1,4,922,173746
1,4,925,161924
1,4,928,161614
1,4,1009,161541
1,4,1012,81725
1,4,1014,202056
1,4,1016,101642
1,4,1016,161813
1,4,1019,81824
1,4,1020,92938
1,4,1020,161457
1,4,1029,125559
1,4,1030,101657
1,4,1102,161521
1,4,1103,85815
1,4,1104,203849
1,4,1106,101739
1,4,1106,161735
1,4,1107,180453
1,4,1108,172348
1,4,1109,143918
1,4,1113,161650
1,4,1115,101409
1,4,1120,161516
1,4,1122,101610
1,4,1122,161319
1,4,1122,185820
1,4,1124,115829
1,4,1127,102011
1,4,1127,161901
3,5,102,81413
3,5,102,85818
3,5,102,130828
1,5,102,160741
3,5,102,182054
3,5,103,83255
3,5,103,92001
1,5,103,93910
3,5,103,141829
1,5,103,152758
3,5,103,184344
3,5,104,82816
3,5,104,90503
3,5,104,101355
3,5,104,140528
1,5,104,181750
1,5,105,83136
3,5,105,105211
1,5,105,162249
1,5,106,74528
3,5,106,81555
1,5,106,102355
1,5,106,160436
3,5,106,183807
1,5,107,74739
3,5,107,90409
1,5,107,144837
3,5,107,201831
1,5,109,74941
3,5,109,83306
3,5,109,91633
3,5,109,95155
3,5,109,151411
1,5,109,174917
3,5,109,194250
1,5,110,73943
3,5,110,82024
3,5,110,100440
1,5,110,143813
1,5,110,180239
1,5,111,131300
3,5,112,92418
3,5,112,123208
3,5,113,83037
3,5,113,140517
3,5,113,181601
3,5,115,85901
3,5,115,95433
3,5,115,184914
2,5,226,112420
2,5,316,95445
2,5,316,112935
2,5,316,125115
2,5,316,204136
2,5,324,104137
2,5,324,120122
2,5,413,184224
2,5,417,153944
2,5,418,125603
2,5,418,184306
2,5,424,81759
2,5,430,121800
2,5,430,203519
2,5,502,163608
2,5,502,210330
2,5,504,125149
2,5,504,154419
2,5,505,191422
2,5,505,195252
2,5,506,190223
2,5,518,183153
2,5,525,132007
2,5,525,214609
2,5,527,202514
2,5,603,213844
2,5,611,112410
2,5,611,125824
2,5,611,195407
2,5,616,122619
2,5,616,163259
2,5,618,173330
2,5,618,194431
2,5,620,185610
2,5,621,173533
2,5,622,85654
2,5,623,84124
2,5,623,131708
2,5,624,95650
2,5,624,175833
2,5,625,74213
2,5,626,71032
2,5,627,73158
2,5,627,133113
2,5,628,81359
2,5,628,132251
2,5,628,170632
2,5,629,125830
2,5,630,80206
2,5,630,130218
2,5,701,142841
2,5,701,192546
2,5,702,74408
2,5,702,130321
2,5,703,144903
2,5,703,183840
2,5,704,74900
2,5,705,144648
2,5,705,202623
2,5,706,175632
2,5,707,73845
2,5,707,125326
2,5,707,181801
3,5,903,150005
3,5,906,125857
3,5,908,94447
3,5,908,122347
3,5,908,194959
3,5,908,212913
1,5,909,93637
3,5,909,211915
3,5,913,152437
3,5,915,154442
3,5,915,155005
3,5,915,164934
3,5,915,174153
3,5,915,184909
1,5,916,103131
1,5,918,102352
1,5,919,103721
1,5,920,84601
1,5,921,105156
3,5,921,164540
1,5,921,175408
3,5,921,211840
3,5,922,82451
3,5,922,120951
3,5,922,170542
3,5,923,82123
1,5,924,154204
1,5,925,112810
1,5,926,101555
3,5,929,82803
3,5,1006,91206
3,5,1006,145004
1,5,1013,85406
1,5,1016,101942
3,5,1022,151740
1,5,1023,102215
3,5,1026,150844
1,5,1026,175525
3,5,1026,191132
3,5,1027,92100
1,5,1027,115616
3,5,1027,143607
3,5,1027,195833
1,5,1028,102329
3,5,1028,143921
1,5,1028,201138
1,5,1029,103851
3,5,1029,203506
3,5,1102,212352
3,5,1103,90609
3,5,1103,191320
3,5,1104,192632
1,5,1106,103124
3,5,1107,103020
3,5,1108,145112
3,5,1108,185415
3,5,1110,123423
3,5,1110,152151
1,5,1111,124434
1,5,1111,131712
1,5,1111,183502
3,5,1112,183714
3,5,1114,201520
3,5,1114,205358
1,5,1115,102700
3,5,1115,123841
1,5,1119,153841
3,5,1120,195601
3,5,1201,102514
1,5,1201,112334
3,5,1202,182929
1,5,1204,104546
1,5,1204,110649
3,5,1205,184654
3,5,1208,130207
3,5,1208,190810
3,5,1209,80038
3,5,1209,93111
1,5,1210,145732
3,5,1210,161248
3,5,1211,181959
3,5,1216,82014
3,5,1216,163856
1,5,1218,134652
1,5,1220,83122
3,5,1221,102918
3,5,1221,132349
1,5,1221,161724
1,5,1222,163320
3,5,1222,193331
3,5,1223,75811
3,5,1223,81533
3,5,1223,150344
3,5,1223,185201
3,5,1225,93621
3,5,1225,93621
3,5,1225,93958
3,5,1225,93958
3,5,1225,185204
3,5,1225,185204
1,5,1226,144950
1,5,1227,85040
3,5,1228,81455
3,5,1228,84047
3,5,1228,122751
3,5,1229,83126
3,5,1229,102641
3,5,1229,142233
3,5,1229,165104
3,5,1230,83244
3,5,1230,143236
1,5,1230,160614
3,5,1231,81927
3,5,1231,82109
3,5,1231,85936
3,5,1231,202739
1,6,909,195517
1,6,910,173129
1,6,911,203511
1,6,921,131611
1,6,1016,104949
1,6,1113,102630
1,6,1224,140914
3,6,1229,90802
2,7,605,192141
2,7,607,190945
2,7,608,201209
2,7,613,180324
2,7,614,185856
2,7,617,182716
2,7,618,184416
2,7,620,175754
3,7,901,132132
1,7,901,141007
1,7,902,152717
1,7,909,193439
3,7,909,195628
1,7,917,154255
1,7,918,161631
1,7,920,183739
1,7,922,173745
1,7,925,161929
1,7,927,102210
1,7,1009,161543
1,7,1012,81849
1,7,1012,125838
3,7,1014,185240
1,7,1019,81825
1,7,1020,180652
1,7,1104,125511
1,7,1104,203040
1,7,1105,184113
1,7,1106,161615
1,7,1107,185117
1,7,1109,185313
3,7,1111,194905
1,7,1112,184324
1,7,1114,184829
1,7,1118,181744
1,7,1205,161946
1,7,1206,193040
1,7,1207,84657
1,7,1211,83314
1,7,1217,184249
1,7,1218,81938
1,7,1220,191019
1,7,1224,182505
1,7,1225,82054
1,7,1226,85923
3,8,102,125418
1,8,105,73416
1,8,105,180300
1,8,106,73214
3,8,106,90753
1,8,106,121518
3,8,106,173515
1,8,106,181141
3,8,107,82551
3,8,107,174149
1,8,109,80507
3,8,110,72227
1,8,110,72945
1,8,110,120257
1,8,110,184529
3,8,111,174017
1,8,112,72532
1,8,112,120631
3,8,112,182613
3,8,114,75056
3,8,114,172309
3,8,115,83853
1,8,115,101133
3,8,115,175039
1,8,116,75157
2,8,224,90111
2,8,224,131354
2,8,224,152036
2,8,225,174059
2,8,304,184649
2,8,306,193741
2,8,311,190121
2,8,314,180020
2,8,315,183343
2,8,315,184140
2,8,323,125826
2,8,326,173925
2,8,327,182651
2,8,328,181352
2,8,405,85025
2,8,405,120959
2,8,405,182451
2,8,412,190710
2,8,421,180402
2,8,428,160858
2,8,428,173843
2,8,505,81603
2,8,505,124056
2,8,509,122644
2,8,509,123555
2,8,515,190935
2,8,518,154956
2,8,518,181154
2,8,520,125401
2,8,524,190425
2,8,526,142635
2,8,528,181751
2,8,531,173823
2,8,531,184752
2,8,609,192002
2,8,613,191603
2,8,614,181537
2,8,617,173006
2,8,618,74920
2,8,618,134658
2,8,618,181131
2,8,622,172923
2,8,622,195311
2,8,626,184804
2,8,627,81854
2,8,628,173756
2,8,703,130429
2,8,704,82012
2,8,704,134920
2,8,705,175046
2,8,706,80350
2,8,706,140927
2,8,706,183806
2,8,708,105003
2,8,708,173535
1,8,902,104030
3,8,905,181801
3,8,906,185429
3,8,907,122313
3,8,907,173514
3,8,908,80403
1,8,909,195100
3,8,910,145655
3,8,910,181003
3,8,912,143142
3,8,912,174255
3,8,915,175032
1,8,916,124432
3,8,918,185357
1,8,919,114759
3,8,920,84147
1,8,920,100720
1,8,920,100742
1,8,921,100228
1,8,922,103344
1,8,924,161633
3,8,925,182515
1,8,925,205049
1,8,929,141937
1,8,1004,122530
1,8,1005,145400
1,8,1006,93123
1,8,1007,151159
3,8,1007,183159
3,8,1009,182748
1,8,1009,202958
1,8,1010,211030
1,8,1014,121715
3,8,1015,125001
3,8,1015,173537
3,8,1016,184438
1,8,1017,102148
3,8,1018,183008
1,8,1021,122350
1,8,1023,184715
1,8,1026,161655
3,8,1027,124404
1,8,1028,163740
1,8,1101,173314
1,8,1103,142046
1,8,1106,193509
1,8,1107,184722
3,8,1109,84935
1,8,1114,83439
1,8,1114,190104
1,8,1115,82851
3,8,1117,103721
1,8,1120,104704
1,8,1120,180721
1,8,1121,82910
1,8,1122,82136
3,8,1122,202335
3,8,1124,141110
1,8,1124,184504
1,8,1126,190324
1,8,1128,82422
1,8,1128,185804
1,8,1129,82239
1,8,1130,182948
1,8,1201,181323
1,8,1204,185537
1,8,1205,83317
3,8,1207,191447
1,8,1208,130900
1,8,1209,175222
1,8,1210,182451
1,8,1211,101811
1,8,1211,143951
3,8,1211,175725
3,8,1212,175640
3,8,1214,122729
3,8,1215,125410
1,8,1215,174425
1,8,1217,182318
3,8,1218,171501
3,8,1219,181303
3,8,1221,113841
1,8,1221,172408
1,8,1225,120141
3,8,1228,122936
1,8,1228,173137
3,9,102,182105
3,9,107,84909
3,9,107,121008
3,9,107,192320
2,9,301,102211
2,9,301,144318
2,9,302,92830
2,9,304,192408
2,9,305,195512
2,9,311,194057
2,9,312,185439
2,9,318,191829
2,9,319,191502
2,9,325,193035
2,9,409,191648
2,9,415,191428
2,9,509,82127
2,9,509,192757
2,9,527,183005
2,9,528,183111
2,9,613,192317
2,9,618,183403
2,9,622,130804
2,9,622,181943
2,9,623,125956
1,9,910,130020
3,9,912,191810
1,9,916,153959
1,9,916,181900
1,9,917,101959
1,9,917,205643
1,9,918,203004
1,9,919,82925
1,9,919,124421
1,9,920,93423
1,9,920,120831
1,9,921,110754
1,9,921,192143
1,9,924,102231
3,9,929,183517
1,9,1005,120114
3,9,1013,124830
3,9,1022,191306
3,9,1026,132147
1,9,1031,82721
3,9,1120,190239
3,9,1121,190541
3,9,1124,180454
3,9,1128,180340
3,9,1203,182106
3,9,1205,182329
3,9,1209,182038
3,9,1215,183449
3,9,1223,115113
3,9,1226,114937
3,9,1226,114937
3,9,1227,121514
1,10,102,74034
3,10,102,81003
1,10,102,81738
3,10,102,142924
1,10,102,151732
3,10,102,174301
1,10,103,74647
3,10,103,80920
1,10,103,154910
1,10,104,73457
3,10,104,81751
3,10,104,143819
1,10,104,170714
1,10,105,73726
3,10,105,144659
1,10,105,160504
3,10,105,173704
1,10,106,73443
3,10,106,81813
3,10,107,82124
3,10,107,143520
1,10,107,155121
1,10,107,182948
3,10,107,185551
1,10,108,73024
3,10,108,123655
1,10,108,142855
1,10,109,75944
3,10,109,82525
3,10,109,153353
3,10,109,180342
3,10,109,180815
1,10,110,80206
3,10,110,81643
1,10,110,142030
3,10,112,83300
3,10,112,145100
1,10,113,82149
1,10,113,133510
3,10,113,170439
1,10,113,173539
1,10,114,82304
3,10,114,183142
3,10,115,82212
1,10,115,121945
1,10,115,150854
1,10,115,165116
1,10,115,195910
1,10,116,83911
1,10,116,151344
1,10,117,82847
2,10,225,185718
2,10,302,164709
2,10,310,131134
2,10,317,82904
2,10,324,110021
2,10,530,192329
2,10,602,93503
2,10,602,144940
2,10,610,93754
2,10,610,151946
2,10,615,151829
2,10,615,183910
2,10,627,81751
2,10,627,143951
2,10,627,174330
2,10,627,210641
2,10,628,84057
2,10,628,144204
2,10,629,82217
2,10,629,133602
2,10,630,83003
2,10,630,144351
2,10,630,175501
2,10,702,203119
2,10,703,145956
2,10,703,184418
2,10,704,84132
2,10,704,143706
2,10,704,170451
2,10,705,174527
2,10,706,81344
2,10,706,144956
2,10,706,173908
2,10,707,145417
2,10,709,153325
2,10,709,190548
2,10,710,91438
2,10,710,150610
3,10,901,92416
1,10,901,145618
1,10,901,151619
1,10,902,92837
1,10,902,153740
3,10,914,151003
3,10,915,160711
1,10,919,102248
1,10,919,190343
3,10,920,90647
3,10,920,175526
3,10,921,133349
3,10,928,92059
3,10,930,181509
1,10,1004,134018
1,10,1005,85230
1,10,1005,103244
3,10,1006,154710
3,10,1010,185206
3,10,1019,123058
1,10,1021,93910
3,10,1022,161751
3,10,1024,174746
1,10,1026,161937
1,10,1104,90338
1,10,1107,82652
1,10,1109,164813
1,10,1110,84354
1,10,1118,83950
1,10,1123,161550
1,10,1128,82542
1,10,1205,102321
1,10,1207,214540
3,10,1208,123857
1,10,1209,141217
1,10,1213,154441
1,10,1213,181319
3,10,1218,102634
1,10,1219,81823
1,10,1221,170227
1,10,1221,185423
1,10,1225,135604
1,10,1225,181245
1,10,1226,175020
1,10,1226,185103
1,10,1227,82429
1,10,1227,154336
1,10,1227,183105
1,10,1229,74736
1,10,1229,154532
1,10,1230,74414
1,10,1230,81901
1,10,1230,150250
3,10,1231,173613
1,11,104,161920
1,11,105,155750
1,11,107,194105
1,11,108,181732
1,11,116,153728
1,11,116,183417
2,11,225,190334
2,11,226,191101
2,11,227,181859
2,11,617,183749
2,11,618,154721
2,11,621,185353
3,11,905,193505
1,11,909,195311
1,11,914,202532
1,11,915,174945
1,11,916,154046
1,11,917,155031
1,11,918,194256
1,11,921,163441
1,11,921,205419
1,11,922,182755
3,11,922,201207
1,11,923,162654
1,11,924,191219
1,11,1009,214248
1,11,1011,204100
1,11,1016,122128
3,11,1017,185533
1,12,105,210843
1,12,106,113320
1,12,111,181751
1,12,112,85831
1,12,113,170121
3,12,113,185026
1,12,114,164611
3,12,114,191155
2,12,225,203631
2,12,422,161335
2,12,618,153923
2,12,618,182636
2,12,619,160404
2,12,619,181306
2,12,621,182810
2,12,622,150250
2,12,622,182825
2,12,624,182104
2,12,627,145724
2,12,628,92641
2,12,628,115425
2,12,629,115438
2,12,630,121013
2,12,702,173627
2,12,703,185014
2,12,706,182017
2,12,707,114749
1,12,901,161915
1,12,902,92827
3,12,904,194214
1,12,909,185253
3,12,916,192507
1,12,918,102005
1,12,920,184041
3,12,923,190652
3,12,925,192816
3,12,927,92942
1,12,928,82426
3,12,928,185943
3,12,1007,193635
3,12,1009,192554
1,12,1012,165050
1,12,1012,211046
1,12,1012,214209
3,12,1013,192829
3,12,1014,192813
1,12,1014,202044
3,12,1016,193448
1,12,1019,162139
1,12,1021,133217
3,12,1021,192100
1,12,1022,115950
3,12,1023,193900
1,12,1024,122418
1,12,1025,125146
1,12,1025,193725
1,12,1026,164415
3,12,1026,182342
1,12,1027,183933
1,12,1028,181323
3,12,1028,192249
3,12,1029,193102
1,12,1029,194211
3,12,1031,192518
1,12,1031,193140
3,12,1104,192821
3,12,1105,192441
3,12,1106,193826
3,12,1107,192836
1,12,1107,193844
3,12,1109,100759
3,12,1109,195842
3,12,1110,151753
3,12,1111,193538
3,12,1113,193749
3,12,1114,193023
3,12,1115,144746
3,12,1115,193556
1,12,1116,205649
1,12,1125,210446
1,12,1204,193724
1,12,1205,131624
1,12,1206,103118
1,12,1220,133347
1,12,1220,163314
1,12,1222,144750
1,13,104,95347
1,13,104,192556
1,13,106,75118
1,13,112,84129
2,13,405,121125
2,13,430,115325
2,13,527,161217
2,13,603,182649
2,13,604,190136
2,13,611,123844
2,13,617,191938
2,13,618,82435
2,13,618,125745
2,13,619,83808
2,13,619,143738
2,13,619,190008
2,13,620,132027
2,13,620,195240
2,13,624,83515
2,13,626,132257
2,13,627,90314
2,13,627,125301
1,13,901,152030
1,13,902,92912
1,13,906,122736
1,13,906,125554
1,13,912,130226
1,13,913,200306
1,13,916,183050
1,13,919,101817
1,13,921,152911
1,13,922,101619
1,13,925,103002
1,13,925,161919
3,13,1012,100318
1,13,1013,133426
1,13,1013,145438
1,13,1013,190103
1,13,1014,181219
1,13,1017,82150
1,13,1020,163356
1,13,1020,194855
1,13,1020,210047
1,13,1022,181144
3,13,1104,162654
3,13,1105,180143
3,13,1106,165516
3,13,1111,134549
3,13,1119,160757
1,13,1121,201808
1,13,1126,211555
1,13,1216,121656
3,13,1217,160358
1,13,1217,181210
1,13,1218,124109
1,13,1222,171036
1,13,1223,135212
3,13,1223,151336
1,13,1224,101524
1,13,1224,142009
1,13,1225,81432
1,13,1225,134049
1,13,1225,192148
3,13,1228,83647
3,14,102,90106
1,14,102,135600
3,14,102,151022
1,14,103,84854
1,14,103,174349
1,14,104,74245
1,14,104,162006
1,14,104,180119
1,14,104,194207
1,14,105,74322
1,14,105,180327
1,14,106,84109
1,14,106,150921
1,14,106,181149
3,14,107,75604
1,14,107,84203
3,14,107,141157
3,14,107,180234
1,14,112,84123
1,14,113,90306
3,14,114,73212
1,14,115,101313
1,14,115,152322
3,14,115,181206
1,14,115,181504
3,14,116,72650
3,14,117,123434
1,14,118,95905
2,14,224,123413
2,14,302,101327
2,14,302,114624
2,14,303,91351
2,14,303,100851
2,14,303,161329
2,14,308,183736
2,14,308,193349
2,14,310,155308
2,14,320,183055
2,14,405,183510
2,14,406,83916
2,14,406,164456
2,14,406,185119
2,14,414,91424
2,14,414,111418
2,14,414,130537
2,14,420,180029
2,14,421,85450
2,14,421,85509
2,14,421,130430
2,14,421,130451
2,14,421,172357
2,14,425,114615
2,14,505,90905
2,14,505,155520
2,14,514,115640
2,14,519,90102
2,14,519,134144
2,14,602,91316
2,14,602,133234
2,14,602,160431
2,14,602,190059
2,14,602,212532
2,14,603,191125
2,14,610,100953
2,14,616,131849
1,14,901,85836
1,14,901,100148
1,14,902,92906
1,14,904,183349
1,14,904,184152
1,14,909,124715
1,14,916,153627
1,14,916,190635
1,14,918,104428
1,14,922,90825
1,14,923,83313
1,14,1004,181605
1,14,1007,135153
1,14,1012,185922
1,14,1013,93155
3,14,1024,183135
3,14,1024,194739
1,14,1027,163053
3,14,1027,184834
3,14,1028,190349
1,14,1101,190822
3,14,1102,100348
3,14,1102,151835
3,14,1102,155752
3,14,1107,192049
3,14,1108,185759
3,14,1109,183810
3,14,1109,203912
3,14,1112,112951
1,14,1121,194920
1,14,1123,84437
1,14,1123,95453
3,14,1124,90227
3,14,1124,112108
3,14,1124,190754
3,14,1127,214346
1,14,1128,82420
3,14,1128,182439
3,14,1130,131054
3,14,1130,203816
3,14,1201,93846
3,14,1201,135301
3,14,1201,191334
3,14,1202,190233
3,14,1202,201641
3,14,1205,173352
1,14,1208,93047
3,14,1208,94506
3,14,1208,154641
3,14,1211,190215
1,14,1215,183352
1,14,1216,94429
1,14,1216,132943
3,14,1216,184935
1,14,1217,101659
1,14,1218,101826
1,14,1218,122632
1,14,1219,81919
3,14,1219,183249
1,14,1219,192210
1,14,1220,184114
1,14,1221,201215
1,14,1222,95239
3,14,1222,120008
1,14,1222,120449
1,14,1222,135813
3,14,1223,83833
1,14,1223,85601
3,14,1223,120021
1,14,1223,125122
1,14,1224,101751
1,14,1224,111841
3,14,1225,120619
3,14,1225,120619
1,14,1225,151008
1,14,1225,175806
1,14,1226,82105
1,14,1226,181057
1,14,1227,73842
1,14,1229,93659
1,14,1229,195336
1,14,1230,93111
3,14,1230,145525
3,15,102,93022
3,15,102,175551
3,15,103,124610
3,15,103,175238
3,15,104,93452
3,15,105,115103
3,15,106,170951
3,15,106,220204
3,15,107,81603
3,15,107,120152
3,15,107,175017
1,15,107,180921
3,15,109,84351
3,15,109,115339
3,15,109,174349
3,15,110,92409
3,15,110,121112
3,15,110,174733
3,15,111,175214
1,15,112,83555
3,15,112,93534
3,15,112,93733
3,15,112,113927
3,15,112,175152
3,15,113,175013
3,15,114,175433
3,15,115,131140
3,15,115,175537
2,15,302,101247
2,15,302,151406
2,15,302,193954
2,15,308,192213
2,15,323,92849
2,15,406,220004
2,15,408,161340
2,15,428,202055
2,15,504,83924
2,15,504,121723
2,15,505,92033
2,15,505,120037
2,15,505,140545
2,15,610,93858
2,15,611,80729
2,15,617,121750
2,15,618,81329
2,15,618,135802
2,15,618,174420
2,15,619,145150
2,15,627,84008
2,15,627,143437
2,15,628,82808
2,15,628,135822
2,15,629,81756
2,15,629,142537
2,15,630,84811
2,15,630,134758
2,15,702,82835
2,15,702,143858
2,15,702,170820
2,15,702,182634
2,15,703,143343
2,15,703,183832
2,15,704,80330
2,15,704,131110
2,15,706,81715
2,15,706,133421
2,15,706,183155
2,15,707,81640
2,15,707,143114
2,15,707,185417
2,15,708,150250
2,15,708,173729
2,15,708,174329
2,15,709,182216
2,15,711,174635
2,15,714,183539
2,15,714,184952
1,15,901,91906
1,15,912,125927
1,15,912,130709
1,15,918,110303
1,15,920,85522
1,15,920,175210
1,15,921,145815
1,15,921,174657
1,15,923,90549
1,15,923,93230
3,15,923,175557
1,15,927,122331
3,15,927,183416
3,15,927,202458
3,15,928,84333
1,15,928,165121
1,15,1021,94141
1,15,1103,201131
1,15,1109,174125
1,15,1111,161244
1,15,1118,152754
3,15,1120,182616
3,15,1121,180443
1,15,1202,164635
3,15,1207,82833
3,15,1207,121409
3,15,1207,154504
1,15,1215,111022
3,15,1218,101554
3,15,1218,120551
3,15,1219,102115
3,15,1219,120648
3,15,1219,174655
3,15,1223,122417
3,15,1223,181806
3,15,1225,90003
3,15,1225,90003
3,15,1225,120204
3,15,1225,120204
3,15,1228,82208
3,15,1228,123631
3,15,1228,130723
3,15,1230,82513
3,15,1230,121151
1,15,1230,131724
1,15,1230,132039
2,16,312,133537
2,16,327,84442
2,16,422,215731
2,16,507,142337
2,16,512,171428
2,16,512,174928
2,16,513,191009
