学期,学号,日期,时间
1,13,928,102012
1,13,1217,102028
1,13,1221,102257
1,13,1012,102311
1,13,1102,102317
1,13,1015,102951
1,13,923,104006
1,13,916,105154
1,13,117,113931
1,13,110,113957
1,13,113,114123
1,13,109,114607
1,13,115,115023
1,13,116,115222
1,13,111,115932
1,13,1230,120725
1,13,103,121409
1,13,1216,122134
1,13,114,122535
1,13,105,123149
1,13,1208,123719
1,13,929,125305
1,13,1020,130756
1,13,112,133830
1,13,115,141041
1,13,1008,141837
1,13,1206,143718
1,13,1126,150727
1,13,916,151347
1,13,1203,152853
1,13,1104,153323
1,13,926,153431
1,13,1010,160633
1,13,1209,160744
1,13,1024,161215
1,13,1116,162129
1,13,928,162303
1,13,901,163150
1,13,926,164404
1,13,1122,164802
1,13,1115,165139
1,13,109,172041
1,13,1227,172927
1,13,1211,173555
1,13,112,173746
1,13,110,173954
1,13,115,174510
1,13,1118,174702
1,13,1009,174800
1,13,113,174828
1,13,1213,175005
1,13,116,175118
1,13,1221,175249
1,13,111,175255
1,13,1206,175316
1,13,1017,175433
1,13,105,175701
1,13,114,175946
1,13,1212,180053
1,13,920,180630
1,13,1023,180832
1,13,1125,181108
1,13,1007,181350
1,13,1226,181519
1,13,1208,181904
1,13,1027,182029
1,13,920,183012
1,13,1205,183102
1,13,1126,183255
1,13,928,184136
1,13,111,184206
1,13,924,184357
1,13,103,184420
1,13,1222,184633
1,13,1024,184932
1,13,1006,185426
1,13,1116,190259
1,13,1123,191141
1,13,1019,191510
1,13,1130,192229
1,13,1215,192657
1,13,1013,193347
1,13,1228,193510
1,13,1016,195458
1,13,1012,200431
1,13,1103,200919
1,13,1214,205629
1,13,1128,210944
1,13,916,212110
2,13,227,82205
2,13,301,82339
2,13,308,82355
2,13,228,83215
2,13,304,102256
2,13,420,104852
2,13,517,134257
2,13,604,134602
2,13,615,142640
2,13,525,151107
2,13,706,161304
2,13,411,161404
2,13,315,162018
2,13,301,162127
2,13,619,170046
2,13,616,172106
2,13,307,173754
2,13,406,175056
2,13,412,180128
2,13,321,180940
2,13,303,181058
2,13,706,182001
2,13,418,183318
2,13,424,183913
2,13,321,184722
2,13,306,185640
2,13,310,191607
2,13,321,191627
2,13,306,193133
3,13,1010,75059
3,13,1108,84657
3,13,911,85706
3,13,1112,92115
3,13,1024,102334
3,13,1122,121543
3,13,104,132842
3,13,1007,150409
3,13,904,151659
3,13,1013,152024
3,13,1220,152408
3,13,1201,201212
1,14,1026,84727
1,14,1102,85752
1,14,1207,90106
1,14,1105,101929
1,14,1022,102622
1,14,1022,102635
1,14,1121,120904
1,14,1012,131013
1,14,1116,131448
1,14,1105,133148
1,14,1121,142715
1,14,1206,144338
1,14,901,153801
1,14,1014,163100
1,14,919,173808
1,14,919,173832
1,14,1107,180925
1,14,1129,183330
1,14,917,190358
1,14,917,190420
1,14,1025,190437
1,14,1012,191224
2,14,625,75933
2,14,506,82730
2,14,513,83147
2,14,522,84249
2,14,520,84854
2,14,605,85022
2,14,529,85725
2,14,603,85936
2,14,627,90325
2,14,702,114904
2,14,624,142907
2,14,624,142927
2,14,510,143420
2,14,701,144327
2,14,701,144343
2,14,625,144603
2,14,514,145350
2,14,626,160100
2,14,703,162149
2,14,511,163847
2,14,625,171353
2,14,406,172729
2,14,702,175934
2,14,627,180331
2,14,510,181023
2,14,512,182919
2,14,511,194417
2,14,415,202432
2,14,314,203743
2,14,624,211112
3,14,1118,110738
3,14,1018,125907
1,15,1210,82137
1,15,106,82137
1,15,1227,82237
1,15,1015,82330
1,15,115,83549
1,15,1014,92534
1,15,108,105654
1,15,922,120302
1,15,1021,120638
1,15,1201,122156
1,15,108,124312
1,15,1223,125042
1,15,1028,125759
1,15,1103,130033
1,15,1223,130904
1,15,103,133726
1,15,105,151812
1,15,1205,152016
1,15,1010,153710
1,15,1212,155002
1,15,103,155200
1,15,1104,160647
1,15,1201,161012
1,15,1019,161918
1,15,1011,162012
1,15,1130,162632
1,15,1017,163313
1,15,1130,164031
1,15,115,164722
1,15,1109,175640
1,15,104,180520
1,15,1110,180747
1,15,108,181334
1,15,1129,183733
1,15,103,184418
1,15,112,185431
1,15,1012,190551
1,15,924,193605
1,15,1009,193629
2,15,331,144349
2,15,428,191316
2,15,417,192129
2,15,507,194107
3,15,1112,115012
3,15,1027,123115
3,15,1013,123608
3,15,1231,125242
3,15,104,144534
3,15,1124,152208
3,15,903,162243
3,15,1231,172721
3,15,1207,175408
3,15,1019,183755
3,15,1128,185642
3,15,1226,190754
3,15,1022,191602
3,15,104,194339
1,16,104,81048
1,16,1026,84733
1,16,1022,102619
1,16,901,105041
1,16,1105,121902
1,16,901,123635
1,16,1012,133430
1,16,1206,144336
1,16,916,161922
1,16,1014,163213
1,16,1129,180815
1,16,917,190401
1,16,1025,193052
1,16,1013,194739
2,16,704,91539
2,16,616,91922
2,16,301,102447
2,16,701,143140
2,16,224,143918
2,16,704,144528
2,16,627,161335
2,16,627,175757
2,16,701,182023
2,16,415,202433
2,16,314,203742
3,16,1104,90723
3,16,909,104201
3,16,1104,153209
3,16,1227,164553
3,16,1226,172307
3,16,1226,172307
3,16,1015,191814
1,17,1218,82555
1,17,1220,82717
1,17,1227,83000
1,17,1206,85407
1,17,1102,95620
1,17,1130,100856
1,17,1118,101719
1,17,1119,102339
1,17,901,102808
1,17,1216,111121
1,17,1122,112522
1,17,1125,125710
1,17,1216,133441
1,17,922,144356
1,17,918,153132
1,17,1027,155841
1,17,1213,160503
1,17,1129,160833
1,17,915,163801
1,17,916,164242
1,17,920,180545
1,17,1109,190545
1,17,921,194503
1,17,1018,194912
1,17,920,212706
2,17,603,83828
2,17,318,85513
2,17,529,90928
2,17,522,92659
2,17,517,102338
2,17,521,102629
2,17,512,102828
2,17,626,105010
2,17,527,121205
2,17,626,123538
2,17,705,124324
2,17,508,125823
2,17,324,134906
2,17,613,135123
2,17,310,135749
2,17,705,143808
2,17,614,145550
2,17,616,150402
2,17,314,161836
2,17,509,165548
2,17,413,171746
2,17,312,171922
2,17,619,184819
2,17,613,191427
2,17,312,191613
2,17,614,192903
2,17,511,194305
2,17,414,195347
2,17,515,205211
3,17,1211,121955
3,17,1218,125057
3,17,1211,132937
3,17,1006,162801
3,17,1211,184822
3,17,111,185207
3,17,1217,191117
3,17,1224,191625
3,17,110,191639
3,17,1214,202729
3,17,110,211245
1,18,111,73410
1,18,115,74255
1,18,108,74453
1,18,105,74616
1,18,112,75331
1,18,116,80423
1,18,113,80921
1,18,109,81546
1,18,1112,81657
1,18,117,82152
1,18,1210,82314
1,18,102,82421
1,18,1106,82507
1,18,1029,82510
1,18,925,82756
1,18,1127,83201
1,18,106,83220
1,18,1215,83618
1,18,926,84139
1,18,110,84208
1,18,103,84450
1,18,1028,84838
1,18,1222,84840
1,18,118,91959
1,18,1209,92456
1,18,1208,92600
1,18,104,95217
1,18,1216,95431
1,18,1027,100854
1,18,901,101758
1,18,1119,101839
1,18,1228,101958
1,18,1028,105144
1,18,1013,110807
1,18,1202,112139
1,18,108,112509
1,18,116,115305
1,18,111,120342
1,18,102,120527
1,18,114,120553
1,18,1230,122608
1,18,1120,123551
1,18,105,125904
1,18,1104,131525
1,18,1115,133228
1,18,1204,133546
1,18,115,135355
1,18,1119,140954
1,18,1205,143529
1,18,1229,144314
1,18,1008,145018
1,18,1208,145931
1,18,106,150023
1,18,1013,150258
1,18,113,150527
1,18,110,152047
1,18,103,152205
1,18,1121,152835
1,18,1128,152951
1,18,1222,153215
1,18,1227,153234
1,18,1209,153721
1,18,1213,160046
1,18,116,160315
1,18,1010,160529
1,18,117,161024
1,18,118,161610
1,18,1109,161829
1,18,104,162039
1,18,1215,162358
1,18,1102,162515
1,18,1115,165154
1,18,1027,171755
1,18,109,172045
1,18,107,172536
1,18,105,173344
1,18,103,174123
1,18,115,174512
1,18,110,174541
1,18,113,174733
1,18,1120,175413
1,18,102,175731
1,18,116,175801
1,18,1027,180158
1,18,1230,180208
1,18,111,180303
1,18,108,180623
1,18,1222,181033
1,18,1007,181355
1,18,104,182022
1,18,1130,182857
1,18,1116,183538
1,18,1213,183540
1,18,1208,184123
1,18,1102,184231
1,18,1123,184333
1,18,1109,184840
1,18,112,185913
1,18,1207,191254
1,18,1110,193554
1,18,1116,194210
1,18,1228,194632
1,18,1012,194729
1,18,924,203507
1,18,117,204530
1,18,1116,211242
1,18,1130,211302
1,18,1023,213249
1,18,106,213345
2,18,625,73244
2,18,618,74226
2,18,413,74258
2,18,624,74424
2,18,620,75038
2,18,315,75524
2,18,421,80443
2,18,623,81135
2,18,417,81435
2,18,611,81623
2,18,318,81639
2,18,607,81924
2,18,527,82004
2,18,610,82104
2,18,308,82355
2,18,708,82814
2,18,616,83458
2,18,331,83900
2,18,317,84502
2,18,630,84601
2,18,310,84620
2,18,706,90254
2,18,602,90939
2,18,526,92827
2,18,405,95103
2,18,420,100048
2,18,304,102301
2,18,625,121444
2,18,602,122257
2,18,526,124937
2,18,417,132452
2,18,413,140226
2,18,708,140513
2,18,323,142514
2,18,611,144904
2,18,331,144925
2,18,517,145855
2,18,623,152048
2,18,610,153709
2,18,618,155645
2,18,330,160648
2,18,502,161321
2,18,412,161650
2,18,630,161913
2,18,611,163243
2,18,531,164252
2,18,617,165336
2,18,624,171515
2,18,502,173547
2,18,616,173823
2,18,609,175230
2,18,601,175451
2,18,610,180027
2,18,412,180128
2,18,630,180411
2,18,322,180927
2,18,611,181227
2,18,618,181348
2,18,418,182152
2,18,623,183243
2,18,321,184725
2,18,306,185641
2,18,330,191635
2,18,420,193355
2,18,616,194637
2,18,430,211518
3,18,107,74817
3,18,102,75520
3,18,106,75659
3,18,1231,80331
3,18,1230,80602
3,18,1228,81101
3,18,104,81334
3,18,114,81932
3,18,108,82034
3,18,1105,82049
3,18,112,82735
3,18,908,83510
3,18,111,84514
3,18,1017,85247
3,18,109,90401
3,18,1108,91400
3,18,1020,91601
3,18,1025,102417
3,18,913,102819
3,18,1118,103154
3,18,1125,114654
3,18,103,115919
3,18,1221,120354
3,18,913,121422
3,18,109,121431
3,18,115,121700
3,18,114,124544
3,18,114,124753
3,18,106,125655
3,18,108,130431
3,18,112,131111
3,18,1230,131320
3,18,111,131434
3,18,1231,131712
3,18,105,135405
3,18,107,151317
3,18,1129,152953
3,18,913,160851
3,18,113,161422
3,18,903,162141
3,18,924,162246
3,18,1119,162339
3,18,926,162434
3,18,1230,162447
3,18,104,163836
3,18,106,164519
3,18,1118,170050
3,18,105,173911
3,18,1105,174317
3,18,103,175135
3,18,106,175200
3,18,115,175840
3,18,112,181044
3,18,913,181234
3,18,107,181348
3,18,1228,181732
3,18,109,181737
3,18,914,181842
3,18,1108,184255
3,18,104,184411
3,18,1107,184712
3,18,1017,185619
3,18,113,191134
3,18,1123,191755
3,18,906,192805
3,18,1203,201323
3,18,922,201919
3,18,1230,203315
3,18,1108,220154
3,18,111,220255
1,19,108,75128
1,19,104,84624
1,19,901,85756
1,19,105,85945
1,19,106,91813
1,19,1217,102219
1,19,1119,103233
1,19,1210,103318
1,19,108,105551
1,19,1230,110604
1,19,106,115023
1,19,1029,115525
1,19,114,120140
1,19,105,121157
1,19,1216,121710
1,19,1216,121916
1,19,107,122009
1,19,110,122119
1,19,112,122415
1,19,103,123633
1,19,108,124732
1,19,1128,130759
1,19,112,131215
1,19,1206,132213
1,19,915,132832
1,19,915,134120
1,19,115,134826
1,19,1210,140025
1,19,1010,140849
1,19,1212,143341
1,19,919,143537
1,19,1230,151631
1,19,117,154813
1,19,922,160812
1,19,1228,160819
1,19,929,161934
1,19,1129,163534
1,19,109,172741
1,19,1226,175654
1,19,110,175939
1,19,113,180054
1,19,1228,180642
1,19,105,182854
1,19,108,183827
1,19,115,183947
1,19,107,184312
1,19,924,184542
1,19,104,184648
1,19,114,185042
1,19,112,185702
1,19,103,190535
1,19,917,191649
1,19,112,194548
1,19,1111,200150
1,19,924,201155
1,19,112,202035
2,19,227,82245
2,19,625,82436
2,19,627,82851
2,19,703,84409
2,19,603,85045
2,19,630,90726
2,19,620,90828
2,19,622,92327
2,19,621,93553
2,19,616,93626
2,19,427,101613
2,19,325,110629
2,19,620,113905
2,19,415,114256
2,19,324,115744
2,19,627,124414
2,19,629,131013
2,19,604,134404
2,19,620,140619
2,19,625,141622
2,19,630,141645
2,19,615,141934
2,19,621,142454
2,19,322,143304
2,19,628,144128
2,19,702,150058
2,19,626,154657
2,19,316,160442
2,19,628,160839
2,19,328,161420
2,19,427,170702
2,19,701,180815
2,19,615,182601
2,19,621,182630
2,19,624,182738
2,19,616,183609
2,19,414,183800
2,19,630,185451
2,19,625,190539
2,19,619,194947
2,19,303,200645
2,19,616,210630
3,19,1019,104332
3,19,1031,124018
3,19,1117,134731
3,19,1117,134925
3,19,1101,135134
3,19,1116,135229
3,19,902,160121
3,19,1210,161943
3,19,1227,162741
3,19,1218,163136
3,19,1218,173737
3,19,1114,174435
3,19,912,175311
3,19,917,175853
3,19,1010,180705
3,19,1011,181908
3,19,910,182104
3,19,1206,185923
3,19,1017,193659
1,20,1213,81741
1,20,1012,82006
1,20,1205,82045
1,20,1218,82045
1,20,1219,82056
1,20,1009,82123
1,20,1211,82137
1,20,1207,82231
1,20,918,82510
1,20,117,84314
1,20,917,84413
1,20,1113,84610
1,20,1206,84620
1,20,1210,84919
1,20,116,84934
1,20,1116,85119
1,20,1214,85839
1,20,1228,90531
1,20,1121,90639
1,20,1127,90815
1,20,111,91510
1,20,1222,91529
1,20,1019,92833
1,20,115,93533
1,20,1020,93924
1,20,1202,94355
1,20,113,94410
1,20,1021,95229
1,20,916,95301
1,20,1126,95831
1,20,1201,100142
1,20,1201,100208
1,20,916,100535
1,20,1007,101547
1,20,1124,101650
1,20,1224,102013
1,20,1022,103736
1,20,1123,105836
1,20,1008,105919
1,20,1216,110340
1,20,1029,111652
1,20,1028,111808
1,20,1012,112457
1,20,115,112820
1,20,113,113758
1,20,103,114219
1,20,1216,114229
1,20,104,121000
1,20,114,121028
1,20,1006,121617
1,20,1014,122010
1,20,106,122757
1,20,111,123148
1,20,1222,123305
1,20,1017,123835
1,20,112,125047
1,20,119,130138
1,20,110,130337
1,20,1213,131206
1,20,107,131733
1,20,1117,132813
1,20,102,132936
1,20,115,134609
1,20,108,140516
1,20,1028,141154
1,20,1013,141604
1,20,1209,142013
1,20,118,142614
1,20,1227,142705
1,20,1208,142713
1,20,1215,142936
1,20,1104,143551
1,20,1220,143616
1,20,901,143841
1,20,1202,145329
1,20,111,145858
1,20,1210,151043
1,20,1119,151852
1,20,1202,154134
1,20,1108,161538
1,20,1010,161700
1,20,926,161709
1,20,1226,161734
1,20,929,161759
1,20,1122,162206
1,20,1221,162240
1,20,1206,162505
1,20,1007,162515
1,20,1130,163006
1,20,1101,163113
1,20,1024,163445
1,20,1129,163549
1,20,1114,164219
1,20,1020,164819
1,20,1225,165048
1,20,1110,165449
1,20,921,165607
1,20,1012,165836
1,20,1205,170042
1,20,1115,170105
1,20,1116,171906
1,20,109,172438
1,20,1017,172527
1,20,111,172802
1,20,113,172931
1,20,1223,173329
1,20,114,173422
1,20,112,173551
1,20,116,174459
1,20,1010,174820
1,20,1021,174904
1,20,1129,175003
1,20,1103,175210
1,20,929,175742
1,20,1211,180622
1,20,104,180720
1,20,108,180758
1,20,107,181149
1,20,118,181506
1,20,106,182547
1,20,110,183047
1,20,1113,183249
1,20,114,183337
1,20,1119,183643
1,20,105,184233
1,20,924,185329
1,20,1006,185502
1,20,1121,190616
1,20,924,191009
1,20,1109,191639
1,20,1115,192339
1,20,927,192446
1,20,1110,193521
1,20,1111,194102
1,20,1116,201407
1,20,1025,202233
1,20,1102,203304
1,20,107,203335
1,20,1009,210159
2,20,319,81338
2,20,702,82018
2,20,227,82200
2,20,228,82402
2,20,623,85312
2,20,618,85352
2,20,625,85948
2,20,622,92207
2,20,630,92316
2,20,301,102230
2,20,304,104222
2,20,224,114615
2,20,303,122239
2,20,409,123456
2,20,526,124940
2,20,304,125458
2,20,302,130848
2,20,227,131328
2,20,224,132002
2,20,620,132941
2,20,305,133353
2,20,306,150111
2,20,228,162231
2,20,301,180914
2,20,616,181928
2,20,323,182810
2,20,304,182902
2,20,302,183250
2,20,318,184714
2,20,312,185017
2,20,306,191313
2,20,305,191630
2,20,613,212410
3,20,906,102012
3,20,117,112941
3,20,1116,145030
1,21,1107,82228
1,21,1111,91024
1,21,929,102734
1,21,1019,103528
1,21,1110,132952
1,21,1110,153925
1,21,901,160324
1,21,901,164809
2,21,328,81300
2,21,513,81808
2,21,622,84719
2,21,511,92834
2,21,704,104846
2,21,702,115557
2,21,627,122508
2,21,622,124023
2,21,704,124542
2,21,602,132919
2,21,604,134403
2,21,530,134919
2,21,529,155721
2,21,627,175757
2,21,704,183854
2,21,702,185149
2,21,530,193511
3,21,102,85156
3,21,1124,103132
3,21,1208,115553
3,21,114,170836
3,21,909,184330
1,22,917,84708
1,22,1008,101708
1,22,1119,102723
1,22,928,102812
1,22,1012,104130
1,22,1013,105525
1,22,1103,113003
1,22,1005,113056
1,22,1104,114515
1,22,1209,122332
1,22,1007,122530
1,22,1006,123359
1,22,1020,125607
1,22,1128,134553
1,22,1114,140007
1,22,901,150618
1,22,1024,153752
1,22,1010,155502
1,22,921,161819
1,22,1026,161928
1,22,928,162014
1,22,1102,162310
1,22,1005,162336
1,22,921,162423
1,22,1123,162539
1,22,920,163448
1,22,922,165302
1,22,1110,170906
1,22,1116,174338
1,22,1103,181018
1,22,1028,182253
1,22,1009,182930
1,22,1013,183241
1,22,1005,183606
1,22,922,184704
1,22,1118,190304
1,22,1109,191027
1,22,1006,192632
1,22,1016,194657
1,22,1009,195547
1,22,924,201723
1,22,1011,203558
1,22,1027,204433
2,22,224,95042
2,22,310,155652
2,22,316,175449
2,22,508,192457
2,22,306,192926
2,22,320,193737
2,22,704,195730
2,22,626,210820
2,22,306,214035
3,22,1104,92852
3,22,1011,101957
3,22,923,102248
3,22,926,162030
3,22,902,162159
3,22,1029,162235
3,22,1121,162243
3,22,904,162822
3,22,114,172844
3,22,1124,174556
3,22,1108,175218
1,23,1129,82159
1,23,1107,82219
1,23,115,92340
1,23,118,92837
1,23,1123,102321
1,23,901,105648
1,23,1013,110659
1,23,105,124058
1,23,104,152535
1,23,112,155448
1,23,1018,161026
1,23,1014,161326
1,23,1014,161348
1,23,115,161908
1,23,1108,161911
1,23,1010,162219
1,23,1107,162404
1,23,1207,162534
1,23,116,162614
1,23,1010,162848
1,23,1205,163409
1,23,1205,163633
1,23,1108,171717
1,23,110,172910
1,23,115,175435
1,23,112,180118
1,23,924,191414
2,23,629,74907
2,23,627,75223
2,23,625,75935
2,23,506,81705
2,23,508,81712
2,23,527,81809
2,23,227,82137
2,23,702,90627
2,23,623,90629
2,23,630,91522
2,23,601,92700
2,23,512,93513
2,23,620,94451
2,23,515,94613
2,23,523,95020
2,23,708,95832
2,23,621,101103
2,23,422,101413
2,23,523,102745
2,23,616,111358
2,23,503,135056
2,23,616,135224
2,23,528,140722
2,23,627,141514
2,23,624,142916
2,23,701,144328
2,23,629,150347
2,23,331,151130
2,23,331,151850
2,23,623,151955
2,23,413,154733
2,23,625,154734
2,23,626,160055
2,23,625,160151
2,23,407,162615
2,23,703,164104
2,23,516,164254
2,23,615,173416
2,23,626,173629
2,23,628,174259
2,23,619,174714
2,23,228,175138
2,23,307,180014
2,23,403,180617
2,23,428,180746
2,23,620,181443
2,23,707,184038
2,23,627,184427
2,23,516,192913
2,23,516,193708
2,23,515,194922
2,23,629,195416
2,23,624,211112
3,23,113,82831
3,23,111,91443
3,23,1107,92358
3,23,109,92832
3,23,112,92837
3,23,108,93050
3,23,115,93051
3,23,106,93346
3,23,110,94140
3,23,1216,100718
3,23,909,102204
3,23,1118,103241
3,23,1118,114740
3,23,111,153722
3,23,106,154622
3,23,112,160750
3,23,113,161102
3,23,108,161510
3,23,903,162435
3,23,110,165136
3,23,109,172558
3,23,1215,174159
3,23,105,174554
3,23,111,175720
3,23,105,180025
3,23,910,183840
1,24,111,72634
1,24,115,73743
1,24,1213,82017
1,24,1126,82054
1,24,1227,82103
1,24,1219,82108
1,24,103,82110
1,24,1204,82146
1,24,1210,82210
1,24,1127,82227
1,24,1205,82251
1,24,1129,82300
1,24,1121,82402
1,24,1206,82442
1,24,1218,82448
1,24,1211,82511
1,24,1029,90816
1,24,109,91859
1,24,108,92407
1,24,1219,101634
1,24,1013,113156
1,24,901,114053
1,24,111,120344
1,24,108,121950
1,24,103,131328
1,24,108,135302
1,24,115,135354
1,24,1212,151510
1,24,1210,155613
1,24,1128,161138
1,24,111,180304
1,24,924,193127
1,24,117,204536
2,24,704,75305
2,24,320,81159
2,24,522,81828
2,24,513,81847
2,24,227,82203
2,24,301,82336
2,24,707,82742
2,24,508,82945
2,24,411,83415
2,24,530,83514
2,24,608,84010
2,24,318,84018
2,24,531,84136
2,24,523,84142
2,24,520,84245
2,24,708,84408
2,24,516,84526
2,24,308,84651
2,24,225,84721
2,24,511,85314
2,24,703,90647
2,24,303,91221
2,24,527,92147
2,24,515,100058
2,24,427,101703
2,24,311,102226
2,24,304,102302
2,24,522,121508
2,24,704,123342
2,24,517,130131
2,24,604,134413
2,24,324,150856
2,24,310,152834
2,24,317,154123
2,24,414,154641
2,24,505,175603
2,24,703,180707
2,24,416,183522
2,24,618,183648
2,24,627,185025
2,24,418,192559
2,24,508,195039
2,24,419,205505
3,24,1219,84545
3,24,111,91149
3,24,1025,102152
3,24,923,102711
3,24,111,122255
3,24,1103,125408
3,24,112,131701
3,24,1117,152647
3,24,1117,152806
3,24,1117,153743
3,24,1029,162549
3,24,112,181044
3,24,111,181354
3,24,902,181957
3,24,1029,185926
1,25,1031,125210
1,25,1101,130109
2,25,617,101944
2,25,418,185632
1,26,926,82503
1,26,1117,84745
1,26,1019,103533
1,26,913,120021
1,26,1031,125204
1,26,1101,130103
2,26,511,92834
2,26,704,104846
2,26,625,112950
2,26,704,125414
2,26,619,132736
2,26,701,143141
2,26,625,153459
2,26,627,155905
2,26,625,180025
2,26,701,182021
2,26,704,183905
2,26,624,184812
2,26,417,191631
3,26,1116,163039
3,26,1018,183133
1,27,113,73520
1,27,115,74256
1,27,106,81113
1,27,1112,81748
1,27,1213,82022
1,27,1220,82042
1,27,1204,82135
1,27,1219,82158
1,27,1225,82250
1,27,1211,82306
1,27,1218,82333
1,27,1205,82341
1,27,926,83849
1,27,105,84937
1,27,1201,92515
1,27,1230,92715
1,27,1203,102443
1,27,1217,102752
1,27,1118,114448
1,27,113,120655
1,27,1209,122713
1,27,1215,123134
1,27,1104,123137
1,27,114,124531
1,27,105,125904
1,27,1114,131244
1,27,115,134908
1,27,1128,153555
1,27,1228,161609
1,27,1221,162313
1,27,1207,162515
1,27,1130,162747
1,27,1208,163926
1,27,1130,164457
1,27,1111,172526
1,27,1024,173249
1,27,921,173440
1,27,105,175643
1,27,1104,175737
1,27,113,175836
1,27,114,175947
1,27,1114,180149
1,27,1129,183513
1,27,1019,190928
1,27,1024,201531
2,27,614,73151
2,27,616,74321
2,27,508,81643
2,27,506,82111
2,27,610,90359
2,27,420,100041
2,27,616,134430
2,27,614,143148
2,27,610,151805
2,27,616,173659
2,27,601,175450
2,27,609,180142
2,27,614,182839
2,27,616,195042
3,27,102,74155
3,27,114,74810
3,27,109,75553
3,27,113,75821
3,27,1112,80318
3,27,106,80325
3,27,108,80450
3,27,110,80651
3,27,1105,82927
3,27,112,83048
3,27,111,114650
3,27,102,122058
3,27,920,123450
3,27,105,123840
3,27,106,135109
3,27,112,140749
3,27,108,140912
3,27,109,143033
3,27,1225,150025
3,27,1225,150025
3,27,111,174318
3,27,110,174724
3,27,109,175234
3,27,112,175931
3,27,107,181347
3,28,102,74152
3,28,113,75817
3,28,106,80324
3,28,1229,80948
3,28,1231,81230
3,28,109,85708
3,28,108,115509
3,28,106,115837
3,28,1229,120011
3,28,109,120412
3,28,115,121700
3,28,1231,122348
3,28,104,173658
3,28,106,174919
3,28,109,175221
3,28,1229,175715
3,28,1212,175743
3,28,1231,182952
1,30,102,105646
1,30,1223,143455
1,30,1007,144830
1,30,1230,144849
1,30,901,151716
1,30,1208,152537
1,30,919,154033
1,30,1216,155640
1,30,1201,160127
1,30,106,163734
1,30,1215,163754
1,30,107,164621
1,30,1222,170058
1,30,1227,171658
1,30,103,181708
1,30,1011,182751
1,30,1223,194214
1,30,915,201323
2,30,413,125850
2,30,611,152737
2,30,610,161809
1,31,1023,82129
1,31,1018,83201
1,31,1126,85100
1,31,1116,90153
1,31,1111,93208
1,31,1207,100452
1,31,1224,102111
1,31,1105,102124
1,31,1111,111738
1,31,1217,112657
1,31,1109,115547
1,31,106,124808
1,31,115,134802
1,31,116,153146
1,31,112,155119
1,31,1114,161757
1,31,1025,162315
1,31,1110,165122
1,31,1017,171701
1,31,108,182531
1,31,105,184945
1,31,111,190559
1,31,1115,193833
1,31,115,194718
1,31,1129,195357
1,31,1017,210210
2,31,618,82752
2,31,522,90926
2,31,627,90940
2,31,508,90950
2,31,704,94551
2,31,704,135547
2,31,627,143251
2,31,604,153140
2,31,407,161746
2,31,418,182807
2,31,603,193504
2,31,509,202158
2,31,704,210800
3,31,1104,102659
3,31,113,102957
3,31,1107,115415
3,31,1107,115438
3,31,1024,184756
3,31,1015,191812
3,31,1009,203416
3,31,1224,205343
3,31,1224,205343
3,31,1015,214915
1,32,1205,82232
1,32,116,85753
1,32,104,91012
1,32,116,92634
1,32,115,134802
1,32,108,182529
1,32,106,183122
1,32,113,183939
1,32,105,184949
1,32,114,190426
1,32,111,190601
1,32,1025,193052
1,32,115,194720
2,32,627,212323
1,33,108,74651
1,33,1023,81950
1,33,1211,82044
1,33,1129,82048
1,33,1219,82101
1,33,1009,82209
1,33,1106,82247
1,33,926,82459
1,33,104,91833
1,33,106,95715
1,33,1207,102024
1,33,924,102031
1,33,1217,102214
1,33,1119,103236
1,33,1209,111138
1,33,1208,115027
1,33,115,115517
1,33,114,120139
1,33,912,120535
1,33,105,121203
1,33,108,121447
1,33,107,122011
1,33,112,122413
1,33,113,123025
1,33,901,123335
1,33,106,125140
1,33,1220,132524
1,33,1125,133135
1,33,115,134805
1,33,1219,134925
1,33,1223,150002
1,33,1101,161805
1,33,1213,174801
1,33,111,175753
1,33,105,182857
1,33,113,183144
1,33,108,183831
1,33,115,183947
1,33,107,184432
1,33,104,184651
1,33,103,184806
1,33,1214,184928
1,33,114,185045
1,33,112,185704
1,33,1009,193420
1,33,1223,194823
2,33,704,75040
2,33,629,80344
2,33,425,81415
2,33,509,81453
2,33,614,82219
2,33,227,82233
2,33,411,82926
2,33,415,83158
2,33,527,83438
2,33,522,83555
2,33,521,83630
2,33,508,83823
2,33,523,84141
2,33,510,84230
2,33,418,90634
2,33,511,92833
2,33,609,93715
2,33,427,101613
2,33,408,101637
2,33,613,101941
2,33,626,104456
2,33,625,112957
2,33,701,113837
2,33,627,114033
2,33,703,121910
2,33,616,125931
2,33,707,130742
2,33,628,133947
2,33,704,135526
2,33,624,141234
2,33,613,142232
2,33,702,143445
2,33,701,143459
2,33,614,143657
2,33,521,145908
2,33,626,154659
2,33,703,160144
2,33,614,173604
2,33,702,180942
2,33,508,182248
2,33,616,183846
2,33,419,190548
2,33,617,190933
2,33,510,192257
3,33,1203,82135
3,33,1211,82142
3,33,1205,82514
3,33,1224,82955
3,33,1217,84110
3,33,1024,84314
3,33,924,85925
3,33,1228,90131
3,33,1011,92646
3,33,1225,92937
3,33,1225,92937
3,33,1227,93402
3,33,1029,94230
3,33,1202,95601
3,33,1010,100116
3,33,1223,100442
3,33,909,101137
3,33,1212,101206
3,33,1126,101212
3,33,1215,101522
3,33,908,101603
3,33,905,102030
