学期,学号,书名,日期
1,432,1013454,909
1,432,1013454,909
1,432,1006471,909
1,432,1006471,909
1,432,1006471,909
1,71,2755326,909
1,145,1121012,910
1,277,2823240,910
1,277,1334408,910
1,277,1334403,910
1,150,1321362,910
1,150,2934301,910
1,150,2936878,910
1,496,2462087,910
1,496,2460769,910
1,496,2460745,910
1,496,2462145,910
1,176,2206474,911
1,176,2572672,911
1,176,2753842,911
1,65,2732008,911
1,368,2820416,911
1,368,2228927,911
1,368,2661994,911
1,485,2740650,911
1,246,2881950,911
1,70,1037249,911
1,70,1037248,911
1,70,1037253,911
1,70,1037256,911
1,125,2928304,912
1,167,1288701,912
1,15,1237715,912
1,15,2610166,912
1,526,2721924,912
1,443,1294278,912
1,131,1289199,912
1,254,1381333,913
1,244,2633336,913
1,492,2848894,913
1,70,1410367,914
1,70,2752789,914
1,70,2916265,914
1,70,2931875,914
1,133,2717285,914
1,133,2777006,914
1,133,2867822,914
1,133,2861599,914
1,133,1241254,914
1,270,1421129,914
1,270,2717286,914
1,270,1217462,914
1,270,2861598,914
1,408,1448676,914
1,150,2934112,914
1,150,2830432,914
1,150,2875872,914
1,150,2919244,914
1,150,2654947,914
1,150,2927423,914
1,131,2696306,914
1,172,1341022,914
1,349,1356579,914
1,349,1408760,914
1,349,2793595,914
1,443,2820450,914
1,443,1498600,914
1,172,1301373,914
1,442,2575311,914
1,442,1561377,914
1,442,2575315,914
1,513,1301889,915
1,25,2832452,915
1,172,2112822,915
1,172,1258119,915
1,172,1572913,915
1,46,2867993,915
1,172,2019483,915
1,290,1513073,915
1,290,1513066,915
1,290,1092915,915
1,25,1263401,915
1,46,2740438,915
1,526,2935051,915
1,414,2828234,915
1,414,2694939,915
1,155,1330054,915
1,155,2835491,915
1,341,1273907,915
1,341,2853587,915
1,121,1160390,915
1,121,2931878,915
1,121,1320239,915
1,121,1503565,915
1,121,2670218,915
1,121,1410371,915
1,279,2572451,915
1,416,2607424,915
1,416,2590428,915
1,429,2594682,915
1,429,1559205,915
1,429,2682840,915
1,93,2697416,915
1,303,1298404,915
1,87,1298403,915
1,359,2788036,915
1,359,2907147,915
1,363,1324253,915
1,363,1259226,915
1,87,2782657,915
1,359,2879927,915
1,1,2716130,915
1,425,1457118,915
1,425,2871910,915
1,425,1277427,915
1,358,1197524,915
1,196,1432478,915
1,450,2646585,915
1,337,1514050,915
1,292,2667338,915
1,292,2763607,915
1,292,1478041,915
1,292,2879769,915
1,292,2665210,915
1,238,1560169,915
1,238,1552492,915
1,238,1388403,915
1,512,2882802,915
1,208,2660697,915
1,208,2742682,915
1,208,1403220,915
1,491,1359389,915
1,491,1420978,915
1,491,2800509,915
1,358,1427298,915
1,497,1194279,915
1,497,2589121,915
1,497,1335100,915
1,273,1360290,915
1,273,2934671,915
1,273,1457847,915
1,273,2565120,915
1,470,2752171,915
1,470,2825347,915
1,245,1429680,915
1,245,1547526,915
1,446,2857564,915
1,446,2596506,915
1,388,1520943,915
1,388,2662560,915
1,446,2808458,915
1,19,1355912,915
1,19,2907267,915
1,423,2808779,915
1,481,2871909,915
1,481,2694867,915
1,317,2712564,915
1,317,1548563,915
1,119,2716128,915
1,119,1513548,915
1,119,1293238,915
1,309,2811368,915
1,309,2626959,915
1,507,1388772,915
1,432,1266436,915
1,432,1269355,915
1,432,1117384,915
1,122,1079689,915
1,122,1104613,915
1,309,2691818,915
1,342,2861444,915
1,342,1470525,915
1,466,2926051,915
1,146,1105091,915
1,22,1406919,915
1,506,2237927,915
1,506,1562819,915
1,125,2584187,915
1,187,1227194,915
1,172,1403721,915
1,172,2597711,915
1,179,2741693,915
1,309,2799410,915
1,309,2845489,915
1,406,2879560,915
1,271,1544470,915
1,271,1387128,915
1,271,1398856,915
1,208,2931876,916
1,522,1320237,916
1,491,1320238,916
1,491,2684377,916
1,491,2931877,916
1,522,1410366,916
1,483,1410372,916
1,483,2925199,916
1,82,2684379,916
1,82,1248845,916
1,82,2758592,916
1,36,1284874,916
1,36,2768161,916
1,522,2684380,916
1,497,2842119,916
1,432,1088326,916
1,432,1087865,916
1,247,1232635,916
1,273,2756167,916
1,273,1129195,916
1,524,2780182,916
1,524,2700074,916
1,524,2603314,916
1,524,2907836,916
1,273,2688679,916
1,261,1495897,916
1,261,1493162,916
1,414,2756263,916
1,97,1254911,916
1,97,1424169,916
1,97,1068347,916
1,97,1037099,916
1,168,1104622,916
1,168,2844735,916
1,168,2791183,916
1,168,1243158,916
1,168,1390421,916
1,467,2918836,916
1,467,2836230,916
1,377,1256701,916
1,377,2855435,916
1,263,1034260,916
1,354,2886656,916
1,354,2756217,916
1,354,2710585,916
1,5,2766088,916
1,5,1034261,916
1,37,1054108,916
1,290,1490926,916
1,290,2586781,916
1,290,2831733,916
1,354,2915391,916
1,262,1119645,916
1,457,1118369,916
1,457,2690951,916
1,443,2732491,916
1,443,1561610,916
1,443,1479144,916
1,443,2577208,916
1,443,2598350,916
1,443,2650660,916
1,443,1557985,916
1,443,2643412,916
1,457,2670217,916
1,511,1559436,916
1,511,2858916,916
1,280,2856558,916
1,23,1503408,916
1,245,1500577,916
1,245,2594127,916
1,499,1390098,916
1,499,1382153,916
1,244,1229330,916
1,369,2808459,916
1,369,1367434,916
1,222,1417744,916
1,222,2851703,916
1,222,2859894,916
1,501,1491336,916
1,375,2627597,916
1,375,2795473,916
1,244,1200565,916
1,32,1336318,916
1,475,1404315,916
1,242,1433324,916
1,475,1159906,916
1,225,1432665,916
1,225,1365441,916
1,225,1479584,916
1,211,2236790,916
1,484,2236789,916
1,532,1265627,916
1,53,2725377,916
1,172,2657413,916
1,172,1550883,916
1,219,2911593,916
1,422,1553257,916
1,422,2823435,916
1,422,1439395,916
1,422,2763781,916
1,422,1558836,916
1,422,2927103,916
1,422,1052352,916
1,422,1148697,916
1,523,1305774,916
1,523,2763770,916
1,523,1363693,916
1,523,2877068,916
1,523,2790244,916
1,143,2201749,916
1,143,1382081,916
1,295,2747823,916
1,295,1532620,916
1,384,2849715,916
1,384,2844400,916
1,331,2907897,916
1,384,2842178,916
1,331,2762154,916
1,344,2765462,916
1,344,1258562,916
1,344,2719387,916
1,40,2892866,916
1,40,2804327,916
1,395,1056114,916
1,200,2794867,916
1,391,1140253,916
1,147,2924182,916
1,147,1011453,916
1,147,1011453,916
1,147,1011453,916
1,147,1449288,916
1,326,1509986,916
1,326,1401522,916
1,11,2836664,916
1,357,2699108,916
1,357,2924236,916
1,357,2668255,916
1,357,1256402,916
1,346,2784863,916
1,346,2784858,916
1,519,1298644,916
1,139,1388398,916
1,519,2806227,916
1,266,2580801,916
1,266,2690162,916
1,76,1000232,916
1,76,1000232,916
1,76,1000232,916
1,76,1000232,916
1,76,1000232,916
1,224,1560631,916
1,224,1320215,916
1,224,1569446,916
1,224,1544578,916
1,269,1278930,916
1,269,1280880,916
1,269,1066959,916
1,364,2765067,916
1,364,2921171,916
1,77,2836190,916
1,77,2659467,916
1,165,2632987,916
1,165,1564751,916
1,288,1184845,916
1,172,1438038,916
1,358,1384483,916
1,380,1315966,916
1,380,1315966,916
1,497,1343143,916
1,497,1370031,916
1,497,2835673,916
1,497,1545505,916
1,222,1163766,916
1,222,2671465,916
1,484,2867600,916
1,484,2911501,916
1,326,2704943,916
1,222,2704944,916
1,495,1392506,916
1,494,2565422,916
1,487,2692457,916
1,518,2784620,916
1,426,2923683,916
1,59,2757031,916
1,59,2819840,916
1,155,1383964,916
1,155,1402761,916
1,155,1380134,916
1,64,1504198,916
1,512,1527867,916
1,292,1437085,916
1,361,1559858,916
1,90,2652289,916
1,90,2870935,916
1,205,2908289,916
1,503,1408484,916
1,503,1266663,916
1,137,2629348,916
1,137,1315995,916
1,90,2831370,916
1,451,2592598,916
1,502,1471517,916
1,145,1414611,916
1,131,1183843,916
1,93,2613289,916
1,93,1361407,916
1,175,2237720,916
1,403,1084096,916
1,357,1484952,916
1,357,2869558,916
1,403,1323542,916
1,422,2820712,916
1,422,1392228,916
1,422,2883038,916
1,422,2824991,916
1,422,1174217,916
1,422,1270935,916
1,422,2907071,916
1,422,2838032,916
1,291,1287959,916
1,249,2874965,916
1,249,1032805,916
1,129,2944894,916
1,291,1312608,916
1,513,1032834,916
1,28,2877723,916
1,20,2595146,916
1,20,1289062,916
1,495,1103338,917
1,495,1306766,917
1,495,2695993,917
1,462,1306762,917
1,462,1531460,917
1,462,2890302,917
1,462,2754276,917
1,525,1394116,917
1,525,2800795,917
1,462,2217602,917
1,462,1026124,917
1,462,1319988,917
1,495,1417145,917
1,495,1319989,917
1,495,1199697,917
1,297,1517428,917
1,297,2896523,917
1,297,1523375,917
1,207,2925636,917
1,207,1987153,917
1,140,1361463,917
1,113,1353468,917
1,113,2100077,917
1,113,1350414,917
1,113,1527909,917
1,423,1361468,917
1,423,2861601,917
1,423,1027528,917
1,326,2782090,917
1,326,2799850,917
1,326,2754272,917
1,113,2099833,917
1,197,2707336,917
1,197,1498398,917
1,197,2571956,917
1,197,2036570,917
1,371,1321807,917
1,197,1078466,917
1,371,1459941,917
1,505,1321808,917
1,505,1118367,917
1,140,2113620,917
1,140,2113619,917
1,140,2238407,917
1,95,1266644,917
1,207,2670216,917
1,505,2770805,917
1,505,2684378,917
1,357,1093809,917
1,357,1458600,917
1,357,1320058,917
1,357,1339023,917
1,357,2845585,917
1,357,1527907,917
1,58,1459942,917
1,58,1118366,917
1,58,2756190,917
1,58,1010632,917
1,58,1010632,917
1,58,1010632,917
1,68,2715755,917
1,68,2715754,917
1,68,2715757,917
1,68,2756742,917
1,279,1109168,917
1,279,2757597,917
1,239,1006135,917
1,239,1006135,917
1,239,1006135,917
1,239,2642596,917
1,239,1499652,917
1,239,1337642,917
1,239,2666116,917
1,450,1569766,917
1,450,1442341,917
1,450,1458572,917
1,450,1569322,917
1,450,1460772,917
1,450,1471895,917
1,58,2690952,917
1,49,2735868,917
1,101,2931440,917
1,101,2877429,917
1,101,1495671,917
1,49,2933130,917
1,299,1123358,917
1,299,2930216,917
1,299,2932405,917
1,299,2200128,917
1,299,1328773,917
1,299,1355681,917
1,299,2798051,917
1,299,1157578,917
1,299,1157578,917
1,362,1320163,917
1,362,1380581,917
1,362,2666114,917
1,362,2684592,917
1,299,2635864,917
1,272,1057486,917
1,272,2706876,917
1,272,2219519,917
1,272,1160387,917
1,172,1093573,917
1,172,1471833,917
1,455,2697892,917
1,455,2684590,917
1,172,1340883,917
1,172,1282727,917
1,172,1301374,917
1,172,1125837,917
1,359,2626217,917
1,359,2785056,917
1,359,1380577,917
1,240,2766091,917
1,240,1573166,917
1,200,1122380,917
1,200,1120901,917
1,176,2866337,917
1,16,1337972,917
1,16,1479793,917
1,200,1985974,917
1,200,2013211,917
1,271,2695226,917
1,271,1524132,917
1,398,2865983,917
1,398,1120902,917
1,398,1159289,917
1,62,2756232,917
1,62,1122378,917
1,416,1488743,917
1,416,1435247,917
1,199,2932049,917
1,199,1088056,917
1,188,2886655,917
1,188,2642599,917
1,188,2925637,917
1,260,2885281,917
1,260,2834866,917
1,150,2196352,917
1,113,2924645,917
1,113,1157574,917
1,432,1243170,917
1,432,2662102,917
1,432,1318105,917
1,134,2571476,917
1,16,1287570,917
1,16,1008957,917
1,16,1008957,917
1,16,1008957,917
1,210,2722176,917
1,210,2635184,917
1,339,1373056,917
1,216,1004937,917
1,216,1004937,917
1,216,1004937,917
1,216,1544580,917
1,216,2869514,917
1,312,2689973,917
1,312,1004935,917
1,312,1004935,917
1,312,1004935,917
1,185,2766521,918
1,185,1137027,918
1,185,1313451,918
1,533,1451263,918
1,5,2651927,918
1,533,1180416,918
1,533,2604718,918
1,354,1458599,918
1,354,1458598,918
1,412,2596498,918
1,412,1442041,918
1,365,2720877,918
1,108,1458605,918
1,108,1278252,918
1,108,1458341,918
1,365,1278296,918
1,26,2908831,918
1,26,1458604,918
1,75,2209221,918
1,75,2885305,918
1,75,2707338,918
1,143,2214317,918
1,143,2224062,918
1,143,2700367,918
1,421,1327383,918
1,421,1458597,918
1,87,1300777,918
1,171,1982610,918
1,171,1170838,918
1,171,1321729,918
1,434,1092490,918
1,394,1242051,918
1,306,1331676,918
1,394,1258695,918
1,484,2685693,918
1,484,2716411,918
1,484,1295056,918
1,362,2925621,918
1,286,1348706,918
1,286,2790981,918
1,320,1273089,918
1,97,1348036,918
1,97,1507000,918
1,388,1348034,918
1,388,1507001,918
1,25,1348035,918
1,25,1506999,918
1,157,2842195,918
1,157,1456496,918
1,482,2665834,918
1,482,1124951,918
1,482,2605669,918
1,316,2921029,918
1,234,1384484,918
1,119,2653486,918
1,271,2883677,918
1,15,1157575,918
1,428,1406529,918
1,260,1104620,918
1,41,2667081,918
1,41,1030115,918
1,118,2887849,918
1,118,2671917,918
1,190,1019252,918
1,53,2647401,918
1,53,2862355,918
1,430,2235945,918
1,430,1289898,918
1,7,2862358,918
1,7,2647402,918
1,7,1159285,918
1,189,1162693,918
1,189,1409603,918
1,25,2592525,918
1,189,1409636,918
1,204,2803502,918
1,119,2036524,918
1,119,2208360,918
1,119,2599560,918
1,119,2202315,918
1,61,1396419,918
1,61,2024754,918
1,130,1145965,918
1,130,1030525,918
1,383,2857616,918
1,388,2675845,918
1,388,2215317,918
1,388,1063211,918
1,388,1063252,918
1,119,2181124,918
1,119,2571736,918
1,119,1111385,918
1,119,2641525,918
1,119,2912367,918
1,405,2215678,918
1,405,2815102,918
1,229,1506348,918
1,274,1459117,918
1,274,2653301,918
1,167,1342655,918
1,167,2765067,918
1,68,1469979,918
1,68,1012199,918
1,68,1012199,918
1,68,1012199,918
1,71,1099208,918
1,71,2925316,918
1,467,2606522,918
1,467,2870804,918
1,216,1434567,918
1,216,1421127,918
1,468,2767757,918
1,467,1253715,918
1,455,2777096,918
1,455,1564926,918
1,455,1237838,918
1,455,2914150,918
1,16,2820898,918
1,50,1557749,918
1,50,1356649,918
1,345,1292151,918
1,345,1552618,918
1,357,1295055,918
1,258,2229806,918
1,139,1564016,918
1,505,2811661,918
1,505,2715901,918
1,505,1294004,918
1,505,2852831,918
1,291,1345002,918
1,364,1348539,918
1,21,2789469,918
1,9,1270604,918
1,9,2884653,918
1,334,1143894,919
1,245,1407387,919
1,245,1189667,919
1,466,2709977,919
1,346,2710871,919
1,466,2659810,919
1,207,2019489,919
1,316,2661057,919
1,146,2721250,919
1,146,1552276,919
1,146,2235246,919
1,333,2796954,919
1,333,2719668,919
1,146,2708974,919
1,146,2685184,919
1,146,1163356,919
1,418,1290779,919
1,418,1487819,919
1,297,2932377,919
1,236,1388165,919
1,240,1423155,919
1,240,1252580,919
1,483,2886875,919
1,483,1463897,919
1,483,2890705,919
1,219,2647400,919
1,219,2221120,919
1,219,1320061,919
1,146,1552276,919
1,146,2235246,919
1,146,2721250,919
1,146,2708974,919
1,437,1036555,919
1,437,2686671,919
1,437,2756235,919
1,437,1076219,919
1,13,1559537,919
1,146,2878338,919
1,13,1559725,919
1,146,1475191,919
1,224,1522162,919
1,413,2684593,919
1,413,2756233,919
1,413,1170213,919
1,355,2883343,919
1,10,1187236,919
1,10,2647399,919
1,225,2897641,919
1,225,1348529,919
1,225,1152351,919
1,225,2597685,919
1,225,2598625,919
1,67,2630714,919
1,280,2841022,919
1,280,2795195,919
1,536,2631448,919
1,219,1428103,919
1,219,1428107,919
1,1,1517702,919
1,1,2747454,919
1,346,2695634,919
1,219,2588863,919
1,157,1248014,919
1,131,1421660,919
1,131,2845451,919
1,131,1308677,919
1,413,1147307,919
1,413,1330518,919
1,213,1265385,919
1,519,2716111,919
1,145,1423646,919
1,145,1386177,919
1,415,2913097,919
1,468,1452312,919
1,468,2702182,919
1,411,1391556,919
1,411,1157122,919
1,411,1440447,919
1,411,1082603,919
1,77,2870979,919
1,385,1440446,919
1,385,1157119,919
1,385,1434130,919
1,498,1263318,919
1,345,2692616,919
1,345,1499946,919
1,311,2019483,919
1,358,2807179,919
1,106,1365295,919
1,106,1436297,919
1,341,1131639,919
1,341,1148791,919
1,341,2856872,919
1,291,1370638,919
1,94,1281134,919
1,94,1368616,919
1,94,2811107,919
1,45,2019484,919
1,303,1448856,919
1,492,1489739,919
1,492,2741393,919
1,79,2807694,919
1,79,1475029,919
1,20,1028196,919
1,345,1113485,919
1,345,2920371,919
1,364,2920372,919
1,364,2925333,919
1,364,1113479,919
1,19,2011812,919
1,352,2827987,919
1,352,1098211,919
1,352,1981203,919
1,352,2779304,919
1,506,2799438,919
1,506,1445962,919
1,150,2764569,919
1,19,1296174,919
1,169,2566842,919
1,8,2566002,919
1,122,2785055,919
1,122,1159364,919
1,327,1307669,919
1,327,2214801,919
1,28,1018997,919
1,28,1018997,919
1,510,2936876,919
1,510,2931395,919
1,28,2890641,919
1,16,1278139,919
1,23,1104827,919
1,23,1247868,919
1,23,2691331,919
1,23,1032506,919
1,127,1355921,919
1,127,1434940,919
1,9,1330513,919
1,355,2662641,919
1,355,2697364,919
1,239,1126228,919
1,332,1053144,919
1,224,2226035,919
1,341,2223257,919
1,219,1453257,919
1,219,2721217,919
1,341,1986168,919
1,16,2864494,919
1,341,2223259,919
1,364,2721216,919
1,219,2591262,919
1,134,2696107,919
1,364,1197518,919
1,134,2893595,919
1,134,1382930,919
1,16,2646758,919
1,98,2873779,919
1,197,2789535,919
1,211,1458603,920
1,211,2710583,920
1,357,1187383,920
1,484,1434145,920
1,483,2767534,920
1,483,1510401,920
1,237,2853452,920
1,237,2604087,920
1,237,2598624,920
1,146,2913631,920
1,15,1036556,920
1,15,2756234,920
1,15,2924647,920
1,306,2821169,920
1,117,2857962,920
1,51,1295554,920
1,488,2826019,920
1,21,1380578,920
1,21,1435405,920
1,21,1110945,920
1,21,1320161,920
1,21,2713243,920
1,403,1401157,920
1,21,2862357,920
1,21,2684592,920
1,21,1159286,920
1,389,2684967,920
1,120,1049683,920
1,213,1038006,920
1,8,2203960,920
1,8,1349361,920
1,8,1159112,920
1,8,1098651,920
1,361,1281439,920
1,361,2853619,920
1,361,1572281,920
1,361,1472484,920
1,122,1177891,920
1,122,2696110,920
1,122,2632982,920
1,122,1019349,920
1,122,2716383,920
1,122,1124321,920
1,344,1540701,920
1,344,2828603,920
1,122,1250124,920
1,32,1458250,920
1,32,1530170,920
1,461,1174688,920
1,461,2829208,920
1,495,2749150,920
1,150,2591641,920
1,150,2686197,920
1,497,1110041,920
1,513,2626948,920
1,65,2829860,920
1,65,1444340,920
1,463,2564086,920
1,463,2563612,920
1,463,2787909,920
1,273,2634792,920
1,273,2201023,920
1,273,2718853,920
1,273,1007259,920
1,273,1007259,920
1,273,1007259,920
1,273,1102126,920
1,273,1088228,920
1,273,1469192,920
1,497,2925425,920
1,497,1190337,920
1,497,1493491,920
1,524,2628811,920
1,524,2645171,920
1,524,2677017,920
1,524,2677007,920
1,2,1158743,920
1,2,1524816,920
1,2,1075612,920
1,2,1384740,920
1,2,2633354,920
1,2,1113605,920
1,1,1100956,920
1,1,2745023,920
1,508,2928616,920
1,380,2856475,920
1,380,2856472,920
1,380,1019921,920
1,380,2845586,920
1,373,1530348,920
1,373,1108581,920
1,373,2580802,920
1,373,2921531,920
1,115,1569462,920
1,115,2921533,920
1,115,2856474,920
1,115,2226033,920
1,115,2932046,920
1,115,1018060,920
1,115,1018060,920
1,15,1152247,920
1,15,2572670,920
1,15,1451574,920
1,428,1451578,920
1,15,1451574,920
1,15,1152247,920
1,461,2571776,920
1,461,1519843,920
1,359,1986511,920
1,19,1142362,920
1,19,2642598,920
1,359,2580500,920
1,19,2783144,920
1,359,2931438,920
1,528,1018058,920
1,528,1018058,920
1,311,2227227,920
1,148,1000392,920
1,148,1000392,920
1,148,1000392,920
1,148,1088671,920
1,291,1088674,920
1,291,2704122,920
1,405,1336354,920
1,405,2712895,920
1,405,2925597,920
1,405,2221162,920
1,405,1337325,920
1,405,1465277,920
1,25,1985854,920
1,247,1143641,920
1,247,1535535,920
1,225,1327385,920
1,225,1566361,920
1,225,1190305,920
1,409,2722287,920
1,409,1550239,920
1,132,1404886,920
1,132,2663355,920
1,132,1345001,920
1,470,1569464,920
1,97,2711443,920
1,536,2859923,920
1,536,2236223,920
1,536,1988106,920
1,493,2853227,920
1,53,2759048,920
1,111,1535931,920
1,168,1332113,920
1,102,2747690,920
1,96,1569921,920
1,96,2691690,920
1,290,1466867,920
1,290,2571712,920
1,290,2913851,920
1,290,1503386,920
1,156,1526483,920
1,362,2684166,920
1,362,2841644,920
1,156,1489318,920
1,156,2920088,920
1,88,2663839,920
1,88,1198367,920
1,88,1414648,920
1,88,1050900,920
1,88,2777489,920
1,392,2934821,920
1,121,2773466,920
1,121,2664307,920
1,121,2704723,920
1,487,1382081,920
1,150,2599392,920
1,150,1094738,920
1,150,1328216,920
1,487,1385787,920
1,406,1561571,920
1,411,1463293,920
1,411,2773946,920
1,536,2698677,920
1,20,1506505,920
1,20,1229778,920
1,200,1986500,920
1,513,1241975,920
1,513,2890260,920
1,131,1407128,921
1,116,1569323,921
1,289,2591156,921
1,289,1341439,921
1,289,1360788,921
1,478,2719243,921
1,478,2591154,921
1,478,1159263,921
1,8,2663851,921
1,1,2850247,921
1,388,1386179,921
1,255,2685694,921
1,240,1135616,921
1,240,2774235,921
1,240,1133746,921
1,213,2774237,921
1,213,1133745,921
1,416,2718319,921
1,28,2774037,921
1,163,2702166,921
1,163,2859920,921
1,425,1192624,921
1,425,1332110,921
1,425,1152658,921
1,425,1241324,921
1,262,1081339,921
1,307,1985854,921
1,307,1355680,921
1,313,2610275,921
1,313,1287045,921
1,313,2853669,921
1,313,2564772,921
1,328,2834648,921
1,328,1514538,921
1,328,2883022,921
1,446,1471110,921
1,446,2880156,921
1,446,2877439,921
1,512,2885304,921
1,277,2832452,921
1,21,1170414,921
1,21,1064046,921
1,21,1251911,921
1,9,2718799,921
1,9,1479795,921
1,472,2846539,921
1,472,1523402,921
1,95,2780057,921
1,76,2930214,921
1,76,2227225,921
1,95,2658138,921
1,433,2794996,921
1,433,1054385,921
1,433,2899302,921
1,433,1054383,921
1,95,1293661,921
1,95,2797684,921
1,95,2797695,921
1,45,2631382,921
1,15,1267585,921
1,15,1453622,921
1,15,1431274,921
1,71,2793098,921
1,71,1018829,921
1,71,1018829,921
1,71,2643406,921
1,37,2857301,921
1,37,2660433,921
1,530,2562914,921
1,530,1446287,921
1,455,1243250,921
1,467,1334901,921
1,494,1141181,921
1,494,2777660,921
1,494,2857378,921
1,494,1410760,921
1,494,1536802,921
1,200,2770088,921
1,530,2847241,921
1,24,1376676,921
1,118,1173145,921
1,118,2585685,921
1,187,1121232,921
1,372,1509015,921
1,372,2206777,921
1,372,2861578,921
1,97,1491715,921
1,505,1175777,921
1,505,1175784,921
1,505,1440197,921
1,505,1172471,921
1,207,2639372,921
1,467,2788673,921
1,506,1492373,921
1,506,2870908,921
1,506,1116598,921
1,206,2785427,921
1,206,2853226,921
1,206,1249268,921
1,245,2720577,921
1,145,1501185,921
1,145,2748892,921
1,339,1198591,921
1,212,1527131,921
1,357,1526242,921
1,101,1288537,921
1,98,1514917,921
1,242,1559740,921
1,242,1509794,921
1,300,1420875,921
1,21,1283173,921
1,300,2226713,921
1,300,1249681,921
1,300,2804740,921
1,106,1315892,921
1,55,1222120,921
1,71,1002935,921
1,71,1002935,921
1,71,1002935,921
1,521,1243357,921
1,521,1524905,921
1,473,2925594,921
1,473,2643474,921
1,473,1433004,921
1,105,1499334,921
1,105,2823082,921
1,492,1561572,921
1,159,2571920,921
1,159,2922335,921
1,159,1533774,921
1,247,2787362,922
1,533,1148668,922
1,533,2877121,922
1,533,1189460,922
1,94,2707663,922
1,94,1098162,922
1,94,2925334,922
1,94,1310066,922
1,204,2932623,922
1,94,2707666,922
1,328,1140982,922
1,53,2598249,922
1,466,1498752,922
1,240,2785349,922
1,87,2864493,922
1,119,2099521,922
1,119,1974716,922
1,119,1132338,922
1,481,2692495,922
1,481,2752749,922
1,481,1556339,922
1,119,1367545,922
1,119,1174664,922
1,128,2572812,922
1,204,2223258,922
1,470,2589903,922
1,516,2693929,922
1,13,1152543,922
1,441,2774412,922
1,441,1492285,922
1,441,1136139,922
1,215,2845084,922
1,101,1011101,922
1,101,1011101,922
1,101,1011101,922
1,149,2819239,922
1,149,2698139,922
1,149,2918956,922
1,359,2882908,922
1,359,1572793,922
1,359,1474286,922
1,207,2771283,922
1,8,1295033,922
1,8,2923204,922
1,433,1097533,922
1,433,2891330,922
1,353,2683642,922
1,353,2235703,922
1,353,2814203,922
1,353,1346295,922
1,353,2701761,922
1,353,2772478,922
1,349,2742657,922
1,349,2762809,922
1,349,1449502,922
1,349,1149960,922
1,159,2932047,922
1,395,1503567,922
1,2,2759268,922
1,2,2796629,922
1,385,1240877,922
1,385,2640488,922
